 no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, loan_status,Gender,Age
1, Graduate, Yes,8900000,21200000,8,716, Approved,Female,46
1, Graduate, Yes,6500000,14800000,12,360, Rejected,Female,66
3, Graduate, Yes,8100000,26700000,10,895, Approved,Female,49
2, Not Graduate, No,4900000,13500000,8,328, Rejected,Female,25
4, Graduate, No,9100000,26600000,2,812, Approved,Female,70
3, Graduate, Yes,9000000,33100000,16,456, Rejected,Male,22
4, Graduate, Yes,1300000,3900000,16,566, Approved,Female,65
1, Not Graduate, No,6700000,25000000,20,598, Approved,Male,26
5, Not Graduate, No,3200000,9300000,6,656, Approved,Male,24
0, Not Graduate, No,7500000,28700000,2,895, Approved,Female,45
3, Graduate, No,4900000,12800000,14,653, Approved,Male,35
1, Not Graduate, Yes,700000,1800000,16,641, Approved,Female,34
2, Graduate, No,6400000,16500000,8,544, Rejected,Male,54
0, Not Graduate, Yes,3900000,14100000,20,811, Approved,Male,43
4, Graduate, No,9700000,26900000,10,460, Rejected,Female,50
5, Graduate, Yes,3600000,12500000,12,795, Approved,Male,42
2, Graduate, Yes,3400000,10300000,4,745, Approved,Female,22
0, Not Graduate, No,9800000,20100000,16,606, Approved,Female,72
1, Not Graduate, No,5100000,14200000,6,451, Rejected,Male,36
4, Graduate, Yes,5900000,11800000,8,479, Rejected,Male,39
5, Graduate, No,1200000,2400000,14,495, Rejected,Male,24
2, Not Graduate, No,9700000,30200000,14,769, Approved,Male,20
5, Not Graduate, Yes,4700000,11800000,4,639, Approved,Male,22
5, Graduate, No,4200000,12500000,18,723, Approved,Female,25
4, Graduate, No,9300000,26100000,16,623, Approved,Male,37
3, Not Graduate, Yes,5300000,20800000,6,487, Rejected,Male,40
0, Graduate, No,7600000,30100000,2,743, Approved,Female,21
2, Graduate, No,6200000,16900000,12,754, Approved,Female,46
0, Graduate, No,8900000,21600000,10,552, Approved,Female,61
4, Not Graduate, Yes,7900000,27300000,10,560, Approved,Male,38
1, Graduate, Yes,3500000,10800000,14,632, Approved,Male,22
2, Graduate, No,5300000,16700000,18,339, Rejected,Female,21
2, Not Graduate, No,1400000,3100000,4,881, Approved,Male,26
1, Not Graduate, Yes,9100000,23600000,20,535, Rejected,Male,21
4, Not Graduate, No,4400000,17200000,4,563, Approved,Female,27
5, Not Graduate, No,2800000,8200000,14,615, Approved,Male,32
3, Not Graduate, No,1300000,3300000,8,795, Approved,Male,55
4, Graduate, No,8400000,28700000,14,878, Approved,Female,20
5, Graduate, Yes,5300000,14000000,6,633, Approved,Male,26
2, Graduate, No,6000000,13900000,4,533, Rejected,Female,79
2, Not Graduate, Yes,2100000,6800000,12,795, Approved,Female,33
0, Not Graduate, No,4300000,11000000,4,374, Rejected,Female,40
4, Not Graduate, Yes,7300000,22900000,12,848, Approved,Male,35
2, Graduate, No,5200000,16200000,12,890, Approved,Female,43
3, Graduate, No,4700000,9800000,14,444, Rejected,Female,49
4, Graduate, No,7800000,28500000,4,803, Approved,Male,20
3, Graduate, Yes,500000,1900000,18,618, Approved,Female,34
1, Not Graduate, Yes,6000000,20300000,14,845, Approved,Male,32
4, Graduate, No,4800000,10800000,12,833, Approved,Male,58
3, Graduate, Yes,8900000,19300000,12,767, Approved,Female,55
1, Graduate, Yes,1800000,4000000,16,747, Approved,Female,40
2, Graduate, No,3000000,7000000,4,588, Approved,Male,42
4, Not Graduate, No,7700000,24500000,20,582, Approved,Male,44
1, Not Graduate, No,8300000,20400000,14,348, Rejected,Male,50
4, Not Graduate, No,4200000,9400000,4,726, Approved,Male,78
4, Graduate, Yes,8000000,31200000,6,482, Rejected,Female,40
2, Graduate, Yes,9400000,30000000,16,565, Approved,Female,27
1, Graduate, No,800000,2400000,16,872, Approved,Female,29
0, Graduate, Yes,500000,1300000,4,825, Approved,Female,31
2, Graduate, Yes,6100000,22300000,8,694, Approved,Female,35
3, Graduate, Yes,8500000,30800000,20,448, Rejected,Female,41
5, Graduate, Yes,7600000,18000000,12,452, Rejected,Female,39
3, Not Graduate, No,8700000,17900000,12,897, Approved,Male,46
4, Not Graduate, No,9400000,20200000,10,803, Approved,Male,30
1, Not Graduate, Yes,400000,900000,8,828, Approved,Female,34
0, Graduate, No,2700000,7500000,6,832, Approved,Female,36
1, Not Graduate, Yes,2300000,5500000,6,861, Approved,Male,22
0, Graduate, No,7500000,15900000,2,535, Rejected,Female,59
4, Not Graduate, Yes,7100000,19400000,16,363, Rejected,Male,23
1, Not Graduate, Yes,8800000,28600000,8,631, Approved,Female,74
2, Not Graduate, No,8400000,20700000,6,513, Rejected,Male,26
0, Graduate, Yes,4700000,16200000,16,317, Rejected,Female,29
1, Graduate, No,6900000,19500000,2,809, Approved,Male,54
3, Not Graduate, No,2400000,8200000,10,531, Rejected,Female,23
1, Not Graduate, Yes,1600000,4800000,14,544, Rejected,Female,76
0, Graduate, No,3500000,7800000,14,366, Rejected,Male,36
0, Not Graduate, No,3700000,12700000,14,797, Approved,Female,62
1, Not Graduate, No,3200000,12000000,16,597, Approved,Female,77
2, Not Graduate, Yes,7000000,22500000,12,632, Approved,Male,41
5, Not Graduate, No,9300000,28300000,12,741, Approved,Male,27
0, Not Graduate, No,200000,800000,20,331, Rejected,Female,33
4, Graduate, No,6900000,16500000,8,426, Rejected,Male,40
3, Not Graduate, No,9000000,26500000,8,533, Rejected,Female,27
1, Not Graduate, No,6900000,22700000,16,394, Rejected,Male,45
0, Graduate, No,7500000,25100000,14,877, Approved,Female,45
5, Not Graduate, No,9200000,28000000,8,527, Rejected,Male,44
1, Graduate, No,4600000,12700000,8,468, Rejected,Female,27
4, Graduate, Yes,5000000,19600000,18,611, Approved,Male,24
2, Graduate, No,4500000,17200000,6,832, Approved,Female,31
0, Graduate, No,7900000,22700000,18,508, Rejected,Female,22
5, Not Graduate, No,5100000,13500000,20,840, Approved,Female,31
4, Graduate, No,3700000,7600000,14,794, Approved,Female,65
1, Not Graduate, No,5300000,17800000,12,889, Approved,Male,39
4, Not Graduate, No,200000,500000,16,765, Approved,Female,26
3, Graduate, Yes,9000000,18600000,16,518, Rejected,Female,37
3, Not Graduate, No,6900000,17100000,4,694, Approved,Female,48
2, Not Graduate, No,700000,2300000,8,663, Approved,Male,54
0, Graduate, No,2500000,8900000,2,662, Approved,Male,37
0, Not Graduate, No,4600000,14400000,14,642, Approved,Female,31
4, Graduate, No,1000000,3900000,10,701, Approved,Female,43
4, Not Graduate, Yes,9200000,30100000,6,632, Approved,Male,32
3, Graduate, Yes,2200000,4400000,2,861, Approved,Male,35
4, Graduate, Yes,9700000,33300000,12,784, Approved,Female,45
0, Graduate, Yes,5500000,18200000,4,332, Approved,Female,31
4, Not Graduate, Yes,1300000,3400000,2,763, Approved,Male,37
1, Not Graduate, Yes,7900000,19100000,2,593, Approved,Female,31
2, Not Graduate, No,4300000,8800000,6,512, Rejected,Female,35
0, Not Graduate, No,3800000,13300000,6,655, Approved,Female,60
3, Not Graduate, No,8700000,24700000,8,369, Rejected,Male,21
3, Graduate, No,1300000,3100000,14,348, Rejected,Female,25
1, Not Graduate, Yes,6800000,16800000,10,736, Approved,Male,21
1, Not Graduate, No,9100000,24000000,20,353, Rejected,Male,74
0, Graduate, No,3000000,11300000,16,478, Rejected,Female,21
0, Not Graduate, Yes,1200000,3000000,4,827, Approved,Male,30
1, Not Graduate, Yes,5000000,16900000,12,517, Rejected,Female,40
5, Graduate, Yes,9700000,24700000,18,648, Approved,Female,33
2, Not Graduate, Yes,7000000,23800000,10,689, Approved,Male,75
1, Graduate, No,4100000,9100000,20,550, Approved,Female,53
0, Graduate, Yes,5300000,12900000,20,826, Approved,Female,23
1, Not Graduate, No,7300000,19200000,14,599, Approved,Female,60
1, Graduate, No,6500000,18500000,16,815, Approved,Female,40
4, Graduate, Yes,600000,1400000,4,761, Approved,Female,28
3, Not Graduate, Yes,5200000,15000000,20,432, Rejected,Male,35
4, Not Graduate, Yes,2800000,9200000,18,442, Rejected,Female,22
1, Graduate, Yes,7800000,23300000,6,620, Approved,Male,33
2, Graduate, No,3000000,6500000,4,476, Rejected,Male,26
4, Graduate, No,9300000,34900000,6,837, Approved,Female,24
3, Not Graduate, Yes,5100000,18000000,6,510, Rejected,Male,45
4, Not Graduate, Yes,4300000,16100000,18,849, Approved,Male,44
3, Graduate, No,1100000,2100000,8,737, Approved,Male,70
2, Graduate, No,6500000,16200000,10,809, Approved,Male,22
3, Not Graduate, No,6400000,23000000,8,520, Rejected,Female,23
2, Not Graduate, No,7400000,22500000,16,834, Approved,Male,43
4, Graduate, No,8700000,32100000,8,397, Rejected,Female,21
0, Not Graduate, No,9200000,24700000,14,438, Rejected,Male,37
1, Graduate, Yes,6200000,19700000,18,820, Approved,Female,42
1, Not Graduate, No,1200000,4600000,20,323, Rejected,Male,57
1, Not Graduate, Yes,7000000,20300000,14,837, Approved,Female,68
5, Graduate, Yes,3800000,10100000,2,571, Approved,Female,61
0, Graduate, No,4900000,16300000,14,479, Rejected,Female,46
2, Graduate, Yes,7800000,22100000,6,533, Rejected,Female,24
1, Not Graduate, Yes,7400000,17200000,8,899, Approved,Female,35
1, Not Graduate, No,7000000,26600000,16,460, Rejected,Female,40
1, Not Graduate, No,4900000,12500000,2,636, Approved,Male,21
3, Not Graduate, No,5800000,20600000,20,434, Rejected,Male,22
5, Not Graduate, No,2000000,6900000,18,516, Rejected,Female,29
4, Graduate, No,8300000,24600000,2,382, Rejected,Female,78
0, Graduate, Yes,1000000,2800000,12,616, Approved,Female,42
3, Graduate, No,5500000,11600000,6,745, Approved,Female,20
5, Graduate, No,1400000,3400000,6,697, Approved,Female,65
4, Graduate, No,3700000,12300000,6,364, Rejected,Female,43
2, Not Graduate, Yes,2100000,6900000,2,566, Approved,Female,21
4, Not Graduate, No,6200000,21900000,12,462, Rejected,Female,24
0, Not Graduate, No,9300000,31900000,2,331, Approved,Male,24
3, Not Graduate, Yes,5100000,10300000,12,839, Approved,Female,35
0, Graduate, Yes,7000000,14000000,4,702, Approved,Female,34
3, Graduate, Yes,5300000,17900000,2,580, Approved,Female,37
3, Graduate, No,900000,2800000,10,560, Approved,Female,33
4, Not Graduate, Yes,9400000,25700000,14,845, Approved,Female,33
4, Not Graduate, Yes,2600000,8500000,4,392, Approved,Female,28
2, Graduate, No,1500000,4900000,16,387, Rejected,Female,80
1, Graduate, Yes,1800000,6300000,12,749, Approved,Female,64
3, Graduate, Yes,7800000,20000000,14,727, Approved,Female,22
3, Graduate, Yes,2100000,7400000,14,656, Approved,Male,31
0, Not Graduate, Yes,8300000,17500000,20,643, Approved,Male,39
2, Not Graduate, Yes,4400000,16800000,4,307, Approved,Male,34
2, Not Graduate, No,2300000,5000000,16,588, Approved,Female,69
3, Graduate, Yes,7700000,22300000,20,895, Approved,Female,49
0, Not Graduate, Yes,9300000,29400000,10,351, Rejected,Female,26
5, Not Graduate, No,5900000,16400000,12,891, Approved,Male,26
5, Not Graduate, Yes,1900000,4900000,4,442, Rejected,Male,50
0, Not Graduate, No,6900000,19500000,20,686, Approved,Male,37
4, Graduate, Yes,2100000,8200000,20,432, Rejected,Female,24
0, Not Graduate, No,8200000,20900000,14,766, Approved,Male,22
4, Not Graduate, No,7700000,17200000,6,561, Approved,Female,42
5, Not Graduate, No,7700000,19000000,2,539, Rejected,Male,33
1, Graduate, No,700000,1400000,6,759, Approved,Female,26
5, Graduate, No,7100000,18200000,8,750, Approved,Male,67
2, Graduate, No,3900000,13600000,10,373, Rejected,Female,77
1, Not Graduate, Yes,5200000,20500000,10,407, Rejected,Male,26
4, Not Graduate, No,5500000,20200000,14,611, Approved,Male,47
3, Graduate, No,2600000,6300000,10,783, Approved,Female,67
0, Not Graduate, Yes,7300000,24000000,18,651, Approved,Female,24
3, Graduate, No,8700000,31100000,16,760, Rejected,Female,39
3, Graduate, No,9000000,22700000,16,793, Approved,Female,20
4, Graduate, No,400000,800000,16,685, Approved,Female,47
2, Not Graduate, Yes,3300000,10700000,8,806, Approved,Female,52
1, Not Graduate, No,6300000,17800000,12,770, Approved,Female,25
0, Not Graduate, No,7000000,23600000,14,663, Approved,Female,55
2, Graduate, Yes,2100000,8100000,4,592, Approved,Male,21
3, Not Graduate, No,7600000,26300000,18,580, Approved,Female,54
1, Graduate, No,8200000,17500000,4,609, Approved,Female,45
3, Not Graduate, Yes,9200000,23200000,8,380, Rejected,Male,47
3, Graduate, No,3800000,12100000,20,364, Rejected,Male,48
1, Graduate, No,3200000,8900000,12,866, Approved,Male,59
4, Not Graduate, No,9700000,31700000,10,342, Rejected,Male,45
5, Graduate, No,4700000,14400000,16,884, Approved,Male,36
4, Graduate, Yes,3800000,12500000,18,859, Approved,Female,61
4, Graduate, No,400000,1000000,20,692, Approved,Male,37
4, Not Graduate, Yes,3200000,6800000,16,675, Approved,Male,44
5, Graduate, Yes,3900000,12700000,8,886, Approved,Male,37
1, Graduate, Yes,3500000,13100000,10,477, Rejected,Female,30
2, Graduate, No,2200000,8300000,6,596, Approved,Male,24
4, Not Graduate, No,6400000,19700000,20,400, Rejected,Female,21
3, Graduate, No,9100000,19900000,2,711, Approved,Female,21
0, Not Graduate, Yes,3300000,8900000,2,418, Rejected,Male,30
3, Graduate, No,7800000,21800000,8,517, Rejected,Female,20
0, Not Graduate, Yes,6200000,16200000,6,508, Rejected,Male,55
3, Not Graduate, Yes,7000000,26100000,18,689, Approved,Male,48
0, Graduate, No,9200000,28200000,12,455, Rejected,Female,36
5, Not Graduate, Yes,7500000,20800000,6,617, Approved,Female,46
2, Graduate, No,5300000,13200000,10,500, Rejected,Female,71
5, Not Graduate, Yes,6800000,22800000,14,382, Rejected,Female,59
1, Not Graduate, No,7900000,20800000,18,538, Rejected,Female,65
0, Not Graduate, Yes,6200000,14900000,8,855, Approved,Female,58
1, Graduate, No,1000000,3000000,18,614, Approved,Male,77
2, Graduate, Yes,7800000,25400000,10,513, Rejected,Female,31
5, Graduate, Yes,3000000,8800000,14,402, Rejected,Female,53
5, Graduate, Yes,5700000,15000000,20,819, Approved,Male,30
4, Not Graduate, No,6600000,25400000,12,622, Approved,Female,23
4, Graduate, Yes,7100000,18200000,4,790, Approved,Female,23
3, Graduate, Yes,1300000,4800000,14,808, Approved,Male,28
2, Not Graduate, No,5200000,16800000,18,369, Rejected,Male,28
3, Graduate, No,5600000,20300000,4,330, Approved,Male,59
2, Graduate, No,7100000,16500000,14,857, Approved,Male,57
2, Graduate, No,5100000,19100000,8,457, Rejected,Female,47
3, Not Graduate, Yes,7600000,29300000,8,843, Approved,Female,31
0, Graduate, Yes,2500000,5400000,6,463, Rejected,Female,49
3, Graduate, No,6900000,22800000,16,582, Approved,Male,44
0, Graduate, No,3100000,6500000,2,391, Rejected,Female,54
2, Graduate, Yes,9700000,35100000,20,612, Approved,Female,49
0, Not Graduate, Yes,5800000,12600000,2,859, Approved,Female,25
4, Not Graduate, No,7600000,18600000,18,779, Approved,Female,63
5, Not Graduate, No,700000,2800000,2,561, Approved,Female,34
3, Graduate, No,2300000,5600000,18,420, Rejected,Male,68
3, Not Graduate, No,1600000,3300000,8,609, Approved,Male,28
4, Not Graduate, No,8100000,19300000,14,821, Approved,Male,50
1, Graduate, No,7700000,17100000,14,603, Approved,Male,21
4, Graduate, No,1500000,3400000,10,778, Approved,Male,27
3, Not Graduate, No,7400000,23500000,2,460, Approved,Male,59
4, Not Graduate, Yes,8900000,27100000,18,363, Rejected,Female,21
0, Graduate, No,2400000,5300000,16,482, Rejected,Female,28
5, Graduate, No,5600000,20300000,4,772, Approved,Male,33
4, Graduate, No,5900000,14400000,6,745, Approved,Male,36
1, Graduate, No,1600000,3300000,2,513, Rejected,Male,68
5, Not Graduate, No,1100000,4000000,2,362, Approved,Female,29
2, Graduate, Yes,6600000,25600000,6,740, Approved,Male,35
3, Graduate, No,8900000,24400000,10,774, Approved,Female,20
1, Graduate, Yes,6400000,16400000,20,555, Approved,Female,35
4, Not Graduate, Yes,8200000,17300000,12,588, Approved,Female,31
1, Graduate, No,500000,1300000,14,619, Approved,Female,33
0, Graduate, No,9700000,31600000,18,607, Approved,Female,24
3, Not Graduate, Yes,7100000,16700000,4,435, Rejected,Male,35
4, Not Graduate, Yes,1400000,3400000,14,835, Approved,Female,25
1, Not Graduate, No,7200000,28100000,14,767, Approved,Male,49
1, Graduate, Yes,8400000,26200000,14,643, Approved,Male,37
4, Not Graduate, No,4300000,13900000,2,894, Approved,Female,51
0, Not Graduate, Yes,8800000,29800000,8,343, Rejected,Female,27
4, Not Graduate, No,4000000,15100000,8,800, Approved,Male,50
3, Not Graduate, Yes,6900000,17900000,18,494, Rejected,Male,56
4, Graduate, No,9600000,33000000,14,336, Rejected,Male,54
2, Not Graduate, No,6900000,16500000,16,785, Approved,Female,47
1, Not Graduate, Yes,3600000,13400000,16,732, Approved,Female,20
2, Not Graduate, No,1900000,4600000,12,587, Approved,Female,51
3, Not Graduate, Yes,9700000,30800000,18,471, Rejected,Female,20
2, Not Graduate, No,1200000,4100000,8,497, Rejected,Male,58
1, Not Graduate, No,400000,1600000,16,784, Approved,Male,27
2, Graduate, No,6600000,21500000,18,471, Rejected,Male,60
2, Graduate, No,1500000,3300000,4,763, Approved,Female,76
4, Not Graduate, No,3500000,9500000,2,655, Approved,Male,78
3, Not Graduate, Yes,4000000,8600000,4,667, Approved,Male,20
3, Not Graduate, No,4100000,14100000,8,367, Rejected,Male,34
4, Graduate, No,5800000,18500000,16,436, Rejected,Female,40
4, Graduate, Yes,8600000,23300000,12,785, Approved,Female,70
2, Graduate, No,4500000,11400000,10,388, Rejected,Female,47
2, Graduate, Yes,9900000,37300000,8,385, Rejected,Male,31
1, Not Graduate, Yes,3200000,8100000,10,670, Approved,Male,32
5, Graduate, Yes,8900000,19100000,20,329, Rejected,Female,61
5, Not Graduate, Yes,2100000,4900000,12,651, Approved,Female,26
1, Graduate, No,7100000,26000000,16,727, Approved,Female,37
2, Graduate, Yes,7800000,28900000,14,646, Approved,Female,48
3, Not Graduate, Yes,8600000,23200000,12,894, Approved,Female,38
3, Graduate, Yes,5100000,17000000,10,477, Rejected,Male,46
5, Not Graduate, No,600000,2000000,20,811, Approved,Male,64
0, Graduate, Yes,6600000,21200000,18,377, Rejected,Male,24
0, Not Graduate, Yes,4700000,17000000,18,802, Approved,Male,23
2, Graduate, Yes,7700000,19700000,14,885, Approved,Male,32
4, Graduate, Yes,6400000,21900000,6,437, Rejected,Male,31
2, Graduate, No,1100000,2500000,20,615, Approved,Female,74
2, Not Graduate, No,8900000,17800000,20,603, Approved,Female,46
0, Not Graduate, Yes,2100000,8300000,20,765, Approved,Male,73
4, Not Graduate, Yes,2300000,5800000,8,469, Rejected,Male,35
3, Graduate, No,8300000,17700000,16,848, Approved,Male,42
4, Graduate, No,900000,2700000,20,327, Rejected,Female,27
3, Not Graduate, Yes,9200000,35000000,4,716, Approved,Female,61
3, Graduate, No,9800000,28300000,2,715, Approved,Male,61
0, Not Graduate, No,200000,600000,12,683, Approved,Female,64
2, Not Graduate, Yes,3200000,9700000,6,737, Approved,Female,35
5, Not Graduate, No,7800000,27000000,6,728, Approved,Male,20
1, Graduate, No,8300000,30000000,18,350, Rejected,Female,29
1, Graduate, Yes,2100000,5200000,14,802, Approved,Male,22
5, Not Graduate, Yes,400000,1400000,4,483, Approved,Female,56
3, Graduate, Yes,7700000,21800000,18,684, Approved,Male,51
4, Graduate, Yes,5600000,16500000,20,692, Approved,Male,37
0, Graduate, No,8400000,31000000,4,783, Approved,Female,39
3, Graduate, Yes,1300000,4300000,18,412, Rejected,Female,27
0, Not Graduate, No,8700000,30200000,10,447, Rejected,Female,33
0, Not Graduate, No,2700000,8400000,14,610, Approved,Male,23
5, Graduate, Yes,800000,1800000,8,881, Approved,Male,23
5, Graduate, Yes,3800000,10300000,16,606, Approved,Male,32
